"CRASH_ID","DAMAGED_PROPERTY"
14867104,"S/B STOP SIGN CANTON ST"
14867153,"CONCRETE BARRIER"
14867189,"CHAIN LINK FENCE"
14867213,"BARRICADE"
14867235,"SPEED LIMIT SIGN"
14867261,"EXIT SIGN"
14867283,"MAIL BOX"
14867411,"CHAIN LINK FENCE"
14867442,"SIGN"
14867442,"GUARD RAIL"
14867497,"WOODEN FENCE"
14867513,"7-11 STORE FRONT AWNING"
14867517,"FENCE"
14867517,"TANK"
14867519,"PIPE FENCE"
14867525,"CRASH CUSHION"
14867543,"HIGHWAY SIGN"
14867544,"STOP SIGN"
14867552,"CONCRETE BARRIERS"
14867649,"TRAFFIC LIGHT SIGNAL POLE"
14867653,"WHITE DELINEATOR"
14867653,"""DO NOT ENTER"" SIGN DOWN"
14867654,"BROKEN FENCE, BUILDING DAMAGE"
14867680,"FIRE HYDRANT"
14867689,"CABLE LINES"
14867689,"BARRICADES"
14867689,"POWER POLE 3706232 2990380"
14867689,"PHONE LINES"
14867700,"CHAIN LINK FENCE"
14867711,"FENCE"
14867735,"ONE WAY SIGN"
14867769,"FENCE"
14867769,"CULVERT REFLECTOR"
14867784,"BRICK MAILBOX DESTROYED"
14867788,"7INCH MARK ON CONCRETE WALL"
14867828,"TREE"
14867828,"METAL FENCE"
14867963,"TREES AND WOODEN PLANTER BOX"
14867981,"BRICK MAILBOX - $2000"
14868006,"WATER MAIN VALVE"
14868033,"CONCRETE BARRIER"
14868040,"MEDIAN SAFETY CABLE"
14868058,"YELLOW PARKING LOT POLES"
14868164,"TREE BUSHES/ POLES"
14868211,"FENCE DAMAGE"
14868211,"FENCE / GATE DAMAGE"
14868268,"STREET SIGN"
14868268,"LIGHT POLE"
14868280,"5' OF ROCK WALL"
14868301,"RESIDENCE LAWN"
14868335,"BARRIER DAMAGE"
14868503,"MAILBOX/TIRE SIGN/1-FENCE POLE"
14868503,"CRACKED AEP POLE"
14868505,"EXTRUDER/PLASTIC BARRELS"
14868535,"CITY OF HOUSTON LIGHT POLE"
14868564,"SIGNAL LIGHT"
14868579,"STOP SIGN"
14868592,"GUARDRAIL"
14868628,"POWER POLE"
14868633,"INTERSTATE 35 POLE"
14868682,"PHONE LINE JUNCTION POLE"
14868708,"CONCRETE BARRIER"
14868708,"GAURDRAIL"
14868722,"HIGH FENCE FOR GAME ANIMALS"
14868733,"CABLE BARRIER"
14868745,"ENTERGY POWER POLE"
14868746,"30 FT OF WOODEN AND NET WIRE FENCE"
14868757,"POWER POLE"
14868757,"BARBWIRE FENCE AND T-POSTS"
14868772,"ELECTRICITY POLE"
14868789,"RANCH BARBWIRED FENCE"
14868906,"100 YARDS OF GUARDRAIL POSTS/LINE"
14868929,"VEHICLE FLUIDS LEAKAGE"
14868993,"CONCRETE WALL"
14869008,"METAL GUARD RAIL"
14869063,"CHAIN LINK FENCE"
14869091,"FENCE AND FOUNDATION AND SHRUBBERY"
14869120,"SIDEWALK CURB"
14869138,"SIGN"
14869141,"BRICK WALL AND YIELD SIGN"
14869206,"10 FT. PVC WATER LINE(956)960-9988"
14869206,"40 FT. METAL FENCE (956)960-9988"
14869291,"YARD"
14869291,"TELEPHONE/ELECTRONIC EQUIPMENT UNIT 500"
14869391,"STOP SIGN"
14869585,"CONCRETE WALL"
14869597,"CONCRETE CURB"
14869597,"TREE"
14869636,"GUARD RAIL"
14869700,"CURB AT MCT CREDIT UNION"
14869758,"SPEED LIMIT SIGN AND POLE"
14869768,"BRICK FENCE"
14869803,"TIN DRAIN PIPE"
14869861,"CONCRETE BARRIER"
14869923,"CRASH BARRELS"
14869929,"FIRE HYDRANT"
14869935,"JERSEY BARRIER"
14869935,"GUARD RAIL"
14869941,"DAMAGED BASE OF SIGNAGE"
14869963,"MPH SIGN AND POLE BROKEN"
14869968,"CEMENT BARRIER"
14870148,"WOODEN FENCE, METAL POSTS"
14870169,"NONE"
14870176,"HANDICAP RAMP"
14870230,"LIGHT POLE"
14870355,"CONSTRUCTION DIAMOND SIGN"
14870496,"FENCE DAMAGE"
14870530,"METAL PROPERTY GATE"
14870534,"N/E CORNER CROSSWALK LIGHT"
14870565,"STOP SIGN"
14870586,"LANDSCAPING"
14870688,"BARBED WIRE FENCE"
14870707,"DAMAGE TO LAWN GRASS"
14870807,"GATE"
14870875,"WOODEN PRIVACY FENCE"
14870884,"DAMAGE TO CULVERT"
14870901,"STREET SIGN"
14870926,"ELECTRICITY POLE"
14870969,"SIGN"
14870991,"HOUSE"
14871001,"CONCRETE BARRIER"
14871019,"4FT OF PAINT TRANSFER CENTER WALL"
14871019,"20FT WIRE FENCE & 4 POLES"
14871071,"MAILBOX"
14871137,"FENCE"
14871209,"FENCE LINE"
14871311,"LIGHTS"
14871360,"FRONT LAWN DAMAGE"
14871399,"AT&T BOX"
14871399,"METAL POST X2"
14871399,"MAILBOX"
14871399,"FENCE"
14871399,"BUSHES"
14871403,"ONE WAY TRAFFIC SIGN"
14871417,"FENCE POST, BARBED WIRE FENCE"
14871418,"GARAGE AND HOME FOUNDATION"
14871418,"BRICK LANDSCAPING"
14871427,"2 JOINTS GUARDRAIL & SUPPORTS"
14871454,"GUARD RAIL"
14871480,"DAMAGED RAILING"
14871508,"JERSEY BARRIER (SCUFFED)"
14871509,"DAMAGED GUARD RAIL"
14871538,"CABLE POLES/ CABLE"
14871542,"7 CABLE POSTS AND ANCHOR SYSTEM"
14871547,"FIRE HYDRANT"
14871624,"FRONT SHRUBBERY"
14871707,"HOUSE"
14871824,"BARBED WIRE FENCE DAMAGE"
14871844,"BACK BRICK FENCE"
14871887,"GAS PUMP AWNING"
14871887,"POWER POLE"
14871909,"TXDOT LIGHT POLE"
14871947,"FENCE"
14871977,"UTILITY POLE"
14871977,"GAS METER"
14872136,"IRRIGATION PIPE"
14872238,"LIGHT POLE"
14872296,"DELINEATOR POSTS"
14872313,"FIRE HYDRANT"
14872362,"BROKEN TELEPHONE POLE"
14872362,"DENTED TELEPHONE POLE"
14872364,"MAIL BOX"
14872364,"MAIL BOX"
14872369,"ROAD SIGN"
14872385,"BENT YIELD SIGN POLE"
14872403,"COW"
14872404,"AIR CONDITIONING UNIT"
14872404,"FENCE"
14872434,"MAIL BOX"
14872436,"UTILITY POLE DAMAGE"
14872441,"MAILBOX"
14872449,"BRICK MAILBOX"
14872451,"FENCE"
14872461,"METAL AND BRICK ENTRANCE FENCE/GATE"
14872470,"UTILITY POLE"
14872479,"ELECTRIC POLE"
14872485,"ONCORE UTILITY POLE"
14872490,"CONCRETE WALL"
14872533,"TRANSFORMER BOX"
14872535,"ELECTRICAL POLE"
14872608,"GUARDRAIL"
14872615,"GUARD RAIL"
14872638,"ELECTRIC POLES"
14872638,"STONE FENCE"
14872645,"GUARD RAIL"
14872647,"GUARD RAIL"
14872653,"GRAPEFRUIT TREE"
14872690,"BARB WIRE FENCE"
14872717,"GUARDRAIL DAMAGE"
14872722,"STREET LAMP, NUMBER 23400"
14872746,"STREET LIGHT"
14872761,"POLE"
14872777,"TELEPHONE CONDUIT"
14872802,"LIGHT POLE"
14872859,"CHAIN LINK FENCE"
14872879,"DAMAGED FENCE LINE"
14872912,"WOODEN LIGHT POST"
14872937,"CEMENT BARRIER"
14872980,"EXTRUDER TERMINAL"
14873013,"LIGHT POLE"
14873013,"FIRE HYDRANT"
14873048,"STOP AND GO SIGAL"
14873090,"DAMAGED CULVERT AND CONCRETE APRON"
14873122,"FENCE DAMAGE"
14873131,"MAILBOX"
14873151,"STOP SIGN"
14873167,"MAILBOX"
14873205,"30 X 10 FT  CHAIN LINK FENCE AND POSTS"
14873244,"TXDOT FREEWAY EXIT SIGN"
14873254,"CEMENT BARRIER"
14873308,"FENCE"
14873389,"30 FT GUARDRAIL"
14873393,"BARRELS ON FREEWAY ENTRANCE RAMP"
14873401,"PALM TREE"
14873405,"DAMAGED LANDSCAPING"
14873433,"MASONRY SIGN"
14873481,"FENCE"
14873495,"JERSEY WALL"
14873506,"JERSEY WALL"
14873519,"WATER BARRIER, ROAD, WRONG WAY SIGN"
14873557,"GAURD RAIL"
14873575,"FENCE LINE"
14873618,"4 FEET OF ROCKWALL"
14873659,"PIPE FENCING/HAY BAILS/ CULVERT"
14873659,"POWER POLE/ TRANSFORMER/ POWER LINES"
14873675,"EXIT SIGN"
14873675,"ATTENUATOR"
14873943,"STREET ILLUMINATING LIGHT POST"
14873950,"TRAFFIC CONTROL DEVICE"
14873970,"STREET SIGN"
14873970,"CAST IRON POLE"
14873973,"HOME GARAGE DOOR & SIDE WALL"
14873988,"BARB WIRE FENCE"
14874014,"COUNTY OWNED TREES"
14874053,"DAMAGE BRICK WALL"
14874079,"BROKEN WATER SPRINKLER"
14874079,"MUTILATED BUSH"
14874188,"SIGN AND SHRUB"
14874217,"STOP SIGN"
14874219,"CONCRETE BARRIER"
14874233,"FENCE POSTS"
14874260,"GUARD RAILS"
14874292,"FENCE & SMALL PINE TREES"
14874299,"GUARD RAIL/POSTS"
14874427,"CHAIN LINK FENCE"
14874428,"WOODEN FENCE"
14874530,"SPEED LIMIT SIGN"
14874549,"TELLPHONE POLE"
14874597,"CHAIN LINK FENCE"
14874606,"LUMINAIRE"
14874624,"TREE IN CENTER MEDIAN"
14874629,"ROAD SIGN"
14874681,"METAL GUARD RAIL"
14874681,"PLASTIC CRASH BARRIERS"
14874716,"METAL CRASH BARRIER"
14874733,"TREE"
14874733,"ROAD SIGNS"
14874739,"METAL POLE IN GROUND BENT"
14874756,"IRON POLE GATE"
14874787,"FENCE"
14874787,"BRICK FENCE POST"
14874794,"ELECTRICAL SIGNAL LIGHT BOX"
14874827,"GAS METER"
14874856,"STREET SIGN"
14874856,"FENCE"
14874866,"FIRE HYDRANT"
14874946,"CABLE BARRIER SYSTEM"
14875005,"MAILBOX"
14875122,"GUARD RAIL"
14875126,"LIMESTONE WALL"
14875138,"UTILTIY POLE"
14875170,"LIGHT POLE"
14875196,"DAMAGED MEDIAN WIRE BARRICADE"
14875260,"FENCE"
14875333,"TELEPHONE POLE"
14875333,"FENCE"
14875378,"FENCE/GATE"
14875378,"FENCE"
14875387,"DOOR"
14875423,"LIGHT POST/TRASH CAN"
14875449,"LIGHT POLE"
14875452,"UTILITY POLE DAMAGED-AUSTIN ENERGY/TWC"
14875484,"GUARDRAIL"
14875485,"CENTER MEDIAN WALL"
14875489,"INTERSTATE /LOOP SIGN"
14875561,"A POLE"
14875564,"GUARDRAIL"
14875620,"TELEPHONE POLE"
14875620,"FIRE HYDRANT"
14875682,"LIGHT POLE"
14875695,"TREE"
14875711,"CHAIN LINK FENCE AND CONCRETE POLE"
14875736,"CHAIN LINK FENCE"
14875736,"SMALL TREE"
14875759,"MAIL BOX"
14875779,"COMMERCIAL FENCING,LIGHTING"
14875797,"FENCE"
14875802,"ONE LIGHT POLE"
14875819,"CONCRETE BARRIER"
14875822,"BRICK MAILBOX"
14875828,"STREET LIGHT"
14875834,"IRON GATE"
14875863,"CONCRETE BARRIER"
14875898,"TRAFIC LIGHT POLE"
14875903,"HOUSE"
14875912,"FENCE"
14875936,"WOODEN FENCE / METAL POSTS"
14875947,"UTILITY POLE"
14876088,"SIGNS/LANDSCAPING"
14876101,"FIRE HYDRANT"
14876194,"CONCRETE CURB CRACKED AND PUSHED OUT"
14876214,"FENCE POLE"
14876216,"TRAFFIC LIGHT DAMAGED"
14876313,"FENCE DAMAGE"
14876352,"POLE"
14876396,"GATE/POST/FENCE"
14876413,"3 POLES/BUILDING"
14876509,"CHAIN LINK FENCE"
14876509,"CHAIN LINK FENCE"
14876562,"PALM TREE"
14876562,"PUSH BUTTON WALK SIGNAL"
14876562,"TELEPHONE POLE #205456"
14876563,"UTILITY POLE & GUY WIRES"
14876567,"CRASH BARRELS"
14876597,"GARAGE TO HOME"
14876607,"CHAIN LINK FENCE"
14876631,"PALM TREE & GRASS IN YARD"
14876631,"BRICK MAILBOX"
14876704,"CROSSWALK SIGN"
14876759,"FENCE"
14876763,"GUARDRAIL"
14876764,"SUBWAY #25130 RESTAURANT"
14876810,"YIELD SIGN"
14876814,"LIGHT POLE / SPEED LIMIT SIGN"
14876816,"20FT CHAINLINK FENCE AND 1 POLE"
14876834,"BARBWIRE FENCE W/POST"
14876837,"DECORATIVE LANDSCAPING COLUMN"
14876890,"CONCRETE DRAINAGE DITCH"
14876900,"CABLE BARRIER"
14876936,"FENCE"
14876968,"CHAIN LINK FENCE"
14876985,"ELECTRICITY POLE KNOCKED OVER"
14876988,"BRIDGE MARKER SIGN"
14876988,"FENCE AND THREE POSTS"
14877030,"2 CREPE MYRTLE TREES"
14877048,"ELECTIC POLE #81AGR80T"
14877050,"STREET SIGNS/POLE"
14877073,"MAIL BOX"
14877073,"LIGHT POLE"
14877085,"GUARD RAIL"
14877099,"FENCE"
14877126,"3 - METAL GUARD RAIL BRACES"
14877126,"SIDEWALK CONCRETE"
14877126,"16 FEET OF TUBLAR METAL GUARD RAIL"
14877131,"TRAFFIC LIGHT (#532)"
14877134,"FIRE HYDRANT"
14877134,"3 INCH CAR PORT POLE"
14877134,"STREET SIGN"
14877136,"MAILBOX"
14877154,"GUARD RAIL"
14877243,"CITY OF HOUSTON LIGHT POLE 257533"
14877302,"DAMAGE TO STREET POLE BELONGING TO CITY"
14877302,"RUTS IN GRASS BELONGING TO BRUCES MARKET"
14877555,"150 FT OF METAL GUARD RAIL"
14877678,"GUARDRAIL"
14877689,"GUY WIRE"
14877692,"INTERSTATE MARKER"
14877718,"STREET LIGHT"
14877721,"SHOULD RAILS AND POSTS"
14877726,"1 METER LOOP AND ELECTRIC POLE"
14877729,"BARBED WIRE FENCE"
14877741,"NONE"
14877743,"NW CORNER OF RESIDENCE, WOODEN FENCE"
14877743,"WOODEN FENCE"
14877743,"WOODEN FENCE"
14877797,"PEDESTRIAN SIGNAL POLE"
14877807,"LIGHT POLE"
14877817,"ROADWAY GUARD RAIL"
14877834,"TRAFFIC CONTROL POLE"
14877838,"STOP SIGN"
14877861,"LIGHT POLE"
14877869,"TELEPHONE POLE"
14877871,"TELEPHONE POLE"
14877895,"DRIVER SIDE FENDER"
14877927,"TORN LANDSCAPE"
14877927,"BROKEN FIRE HYDRANT"
14877968,"WROUGHT IRON FENCE"
14877996,"DO NOT ENTER SIGN DOWN"
14877996,"YELLOW DIRECTIONAL SIGN DAMAGED"
14878033,"FENCE"
14878036,"75' BARBWIRE FENCE"
14878047,"BILLBOARD SIGN"
14878047,"BARBWIRE FENCE"
14878071,"POWER POLE"
14878074,"STOP SIGN"
14878076,"STOP SIGN"
14878082,"PRIVATE FENCE"
14878083,"BARB WIRE FENCE AND METAL GATE"
14878100,"UTILITY POLE"
14878102,"HOG WIRE FENCE 8 FT"
14878108,"APPROXIMATLEY 30 FEET BARBED WIRE FENCE"
14878149,"LIGHT POLE"
14878180,"40 FOOT OF BARBED WIRE FENCING"
14878211,"LANDSCAPING"
14878211,"HIGHWAY SIGNS"
14878216,"GAURDRAIL DAMAGE"
14878238,"LANDSCAPE/MAILBOX"
14878336,"ROADSIDE REFLECTOR"
14878336,"PRIVATE FENCING AND FENCE POST"
14878380,"MAILBOX"
14878380,"ORANGE TREE"
14878450,"CENTER POINT POWER LIINE/POLE"
14878456,"PIPE FENCE"
14878472,"FENCE LINE"
14878539,"STREET SIGN"
14878551,"MAIL BOX"
14878599,"FENCE"
14878611,"LIGHT POLE"
14878700,"FRONT HOUSE ROCKWALL $1.000"
14878709,"BARBED WIRE FENCE"
14878771,"METAL TRAFFIC LIGHT POLE"
14878773,"BUSHES"
14878786,"30 FEET OF GAURD RAIL"
14878804,"GUARDRAIL"
14878806,"FENCE DAMAGE / MAILBOX"
14878872,"GUARD RAIL"
14878877,"WIRE FENCE"
14878882,"MAILBOX"
14878894,"UTILITY POLE"
14878908,"DRAINAGE PIPE"
14878915,"PHONE POLE"
14878955,"CONCRETE BARRIER"
14879013,"CEMENT BARRIER"
14879014,"MOVABLE ATINUATOR"
14879015,"STREET SIGN (GUENTER/CROFTON)"
14879028,"LIGHT POLE/STREET LAMP"
14879047,"CONCRETE BARRIER"
14879082,"SIGN"
14879084,"GUARDRAIL/END-CAP"
14879111,"STREET LIGHT"
14879154,"GUARDRAIL DAMAGE 50'"
14879179,"TELEPHONE POLE"
14879205,"CONCRETE JERSEY BARRIER"
14879210,"CRASH BARRIER"
14879237,"ROCK WALL WITH WROUGHT IRON"
14879501,"LIGHT POLE"
14879507,"CABLE BARRIER"
14879515,"STREET LIGHT"
14879515,"PEDESTRIAN CROSSING SIGN"
14879567,"MAILBOX-$100.00"
14879594,"TTELEPHONE POLE"
14879597,"METROPOLITAN TRANSIT BIKE RACK"
14879626,"POWER POLE"
14879632,"MAIL BOX ARRAY"
14879683,"GUARDRAIL"
14879793,"LIGHT POLE"
14879810,"CHAIN LINK FENCE"
14879810,"ELICTRICAL POLE"
14879812,"CONCRETE POST"
14879875,"UNTILITY POLE"
14879888,"GUARDRAIL DAMAGE"
14879893,"STOP SIGN"
14879895,"BRICK MAILBOX & FLOWER BED"
14879905,"WOOD POSTS AND METAL"
14879923,"FIRE HYDRANT"
14880118,"FIRE HYDRANT"
14880161,"HOUSE"
14880161,"HOUSE"
14880207,"FIRE HYDRANT"
14880224,"LIGHT POLE"
14880224,"STREET SIGN"
14880240,"TWO CONCREATE TABLES"
14880261,"SIGNAL LIGHTS"
14880261,"WOODEN SIGNAL POLE"
14880261,"WIRES/CABLES"
14880282,"LIGHT POLE"
14880282,"FENCE"
14880282,"RETAINING WALL"
14880303,"FENCE"
14880353,"METAL GUARDRAIL"
14880356,"SIGN"
14880365,"METAL GUARDRAIL"
14880462,"CONCRETE WALL"
14880469,"CONCRETE WALL"
14880513,"DAMAGED BRICK WALL/FENCE"
14880599,"CINDER BLOCK / ROD IRON WALL"
14880614,"STREET SIGN"
14880616,"DELINIATOR POLE"
14880616,"BARB WIRE FENCE"
14880638,"UTILITY POLE"
14880638,"ROAD SIGN"
14880639,"LIGHT POLE"
14880665,"GUARD RAIL"
14880669,"75 FT GUARDRAIL/END ABUTMENT"
14880750,"NONE"
14880796,"YARD/GRASS"
14880819,"FENCE"
14880822,"CRASH BARRIER/GUARDRAIL"
14880838,"FENCE"
14880923,"CITY OF HOUSTON SIGN POLE"
14881023,"STRIPES'S RED FUEL BARRIER"
14881026,"FENCE"
14881079,"BRICK MAIL BOX"
14881082,"POWER TRANSFORMER BOX"
14881093,"CRASH BARRELS"
14881103,"BARRIER WALL SOUTH PLAZA LN 4"
14881199,"METAL GUARD RAIL AND WOODEN POSTS"
14881209,"10 FT GUARDRAIL"
14881238,"TREE"
14881261,"CHEVRON SIGN"
14881262,"GAS METER"
14881262,"CHAIN LINK FENCE, BASKETBALL GOAL , HOUS"
14881277,"GUARD RAIL"
14881279,"CONCRETE BENCH"
14881300,"TRAILER"
14881385,"STATE WARNING SIGN"
14881411,"METAL FENCE"
14881424,"HORSE"
14881426,"NO DAMAGES TO THE CITY POLE 214385"
14881441,"CHAIN LINK FENCE"
14881486,"DAMAGED PEDESTRIAN CROSSWALK BUTTON"
14881549,"ALVAREZ GUITAR W/ 2 HARMONICAS (BRO/SIL)"
14881581,"CULVERT"
14881716,"METAL FENCE/WATER LINE"
14881716,"MAILBOX"
14881727,"METAL GATE"
14881729,"TELEPHONE POLE"
14881738,"CONCRETE FOUNDATION"
14881748,"BROKEN UTILITY POLE"
14881766,"POLE # QPM&1"
14881767,"ELECTRIC POLE"
14881775,"CRASH BARREL LANE #13"
14881776,"INSIDE JERSEY BARRIER WALL"
14881780,"CINDERBLOCK FENCE"
14881790,"CORNER OF HOUSE"
14881799,"GAURD RAIL"
14881809,"DITCH RAILING"
14881840,"FRONT OF RESIDENCE"
14881858,"FENCE"
14881878,"CONCRETE GUARD RAIL"
14881881,"METAL  BOX"
14881926,"ELECTRIC METER"
14881952,"DAMAGED SCHOOL SIGN"
14882056,"GAS METER BENT"
14882093,"LARGE DECORATIVE STONES"
14882093,"IRON FENCE (50'-60')"
14882093,"TURN SIGNS"
14882117,"FENCE"
14882121,"FENCE AND MAIL BOX"
14882122,"CHAIN LINK FENCE"
14882127,"FENCE"
14882127,"POWER POLE"
14882138,"LIGHT POLE"
14882138,"FENCE"
14882139,"DECORATIVE PEDESTRIAN LIGHT POLE"
14882150,"CINDERBLOCKS"
14882158,"TREE"
14882253,"POWER POLE LINE"
14882337,"BRICK MAIL BOX"
14882337,"SMALL PALM TREE"
14882421,"BLACK TUBE BARRICADES"
14882428,"NONE"
14882436,"NONE"
14882444,"NO PARKING SIGN"
14882444,"UTILITY POLE"
14882445,"POLE C-13 1001-1200  1051-1075"
14882569,"GUARD RAIL"
14882579,"METAL PIPE FENCE"
14882621,"CENTER CABLE"
14882647,"DIRECTIONAL SIGN FOR CAP OF TX HWY WB TR"
14882678,"BRICK WALL"
14882687,"GUARD RAIL"
14882717,"GUARDRAIL"
14882725,"FENCE #2"
14882725,"FENCE #1"
14882782,"CHAIN LINK FENCE"
14882794,"LIGHT POLE"
14882816,"GUARD/PIPE RAIL"
14882820,"PLANT BED OF FLOWERS"
14882834,"PIPE FENCE"
14882889,"FENCE"
14882903,"ROAD SIGN"
14882903,"CR 487 STOP SIGN"
14882914,"CONCRETE BARRIER"
14882946,"GUARDRAIL BARRIER"
14882989,"40 FEET OF BARB WIRE FENCE"
14882989,"60 FEET OF WOODEN FENCE"
14883023,"ELECTRIC POLE"
14883023,"ROADWAY SIGNS"
14883023,"FENCE"
14883047,"SCUFFED TELEPHONE POLE"
14883078,"FENCE AND TREE"
14883080,"FIRE HYDRANT"
14883082,"ELECTRIC ARROW SIGN TRAILER"
14883082,"3 CONCRETE BARRIERS"
14883118,"GUARD RAIL DAMAGE"
14883125,"FENCE"
14883156,"BARBED WIRE FENCE"
14883165,"SIGN"
14883166,"STRUCTURE IMPACT"
14883175,"50 FEET FENCE"
14883184,"DAMAGED BARBED WIRE FENCE"
14883221,"CHAIN LINK FENCE"
14883221,"TREE"
14883225,"SHRUBS"
14883237,"75 FT CHAINLINK FENCE"
14883237,"PALM TREE & PLANTS"
14883240,"MAILBOX / METAL BOX WITH PIPES"
14883241,"FIRE HYDRANT"
14883241,"TREE/BRICKS/GRASS"
14883241,"LIGHT POLE"
14883300,"CONCRETE BARRIER WALL"
14883343,"POWER POLE AND LINES"
14883348,"BUILDING AND GATE"
14883359,"TWO DRUMS DAMAGED/BENT"
14883408,"BENT GUARDRAIL"
14883491,"100 FEET OF CEDAR POST FENCE"
14883507,"POWER POLE"
14883518,"FENCE AND YARD"
14883519,"GUARD RAIL"
14883523,"GRASS"
14883537,"BARBED WIRE FENCE"
14883575,"TREES"
14883582,"GARAGE DOOR OF RESIDENCE"
14883610,"WOODEN ELECTRIC POLE"
14883620,"STOP LIGHT"
14883620,"2 LIGHT POLES"
14883643,"SPEED LIMIT SIGN"
14883650,"WOOD ELECTRICAL POLE"
14883650,"10 FT OF WOOD FENCE"
14883730,"GUARD RAIL"
14883896,"UTILITY POLE"
14883925,"STOP SIGN"
14883946,"MAILBOX"
14883952,"MAILBOX"
14883952,"TREE"
14883994,"FENCE"
14884156,"BARB WIRE FENCE"
14884232,"LIGHT POLE"
14884339,"2 TREES AT ABOVE ADDRESS."
14884372,"MAILBOX"
14884424,"FIRE HYDRANT"
14884445,"BRICK PILLAR FOR FENCE"
14884502,"RAILROAD SIGNAL/ LADDER"
14884506,"STOP SIGN"
14884514,"DAMAGE TO POLE"
14884526,"TREES"
14884543,"RIDING MOWER/ZERO TURN"
14884579,"ATTENUATOR"
14884586,"LIGHT POLE"
14884728,"20 FT OF BARBWIRE FENCE AND 2 T-POLES"
14884736,"CHAIN LINK FENCE"
14884742,"FIRE HYDRANT"
14884782,"FENCE"
14884848,"BARBWIRE FENCE"
14884897,"FENCE"
14884897,"HOUSE"
14884933,"GUARD RAIL"
14884960,"WOODEN FENCE"
14885063,"LIGHT POST #515825"
14885068,"APPROX. 50 FEET SCRAPES & PAINT TRANSFER"
14885086,"LIGHT POLE A6-04"
14885086,"GATE"
14885105,"PIPE FENCE"
14885175,"LIGHT POLE #43356"
14885177,"DAMAGE TO TREE"
14885208,"UTILITY POLE"
14885267,"GAS METER"
14885267,"CHAIN LINK FENCE"
14885273,"TELEPHONE POLE"
14885365,"STREET SIGN KNOCKED DOWN"
14885383,"POWER LINE POLE"
14885383,"LIGHT POLE"
14885384,"TREES"
14885384,"SCUFF MARKS ON FREEWAY LIGHT POLE"
14885395,"NONE"
14885406,"NONE"
14885427,"""EXIT"" SIGN"
14885427,"FIRE HYDRANT"
14885428,"LIGHT POLE"
14885443,"TXDOT CONTROL BOX"
14885557,"NONE"
14885589,"COMMERCIAL BUILDING AT 512 7TH"
14885595,"LIGHT POLE"
14885595,"OIL SPILL"
14885595,"OIL FILLED DIRT"
14885595,"CONCRETE LIGHT POLE"
14885596,"WOOD PRIVACY FENCE"
14885610,"METAL FENCE"
14885611,"FENCE POLE"
14885662,"100FT OF STEEL FENCE"
14885693,"TRAFFIC CONTROL DEVICE"
14885699,"APARTMENT BUILDING/WALLS"
14885700,"POWER POLE"
14885713,"PEDESTRIAN CROSSWALK SIGN"
14885720,"SIGN (PARK CURFEW HOURS)"
14885794,"LIGHT POLE"
14885812,"TREE"
14885992,"CONCRETE BARRIER OVER CULVERT"
14886018,"LIGHTPOLE"
14886028,"LAWN"
14886028,"HOUSE"
14886083,"UPAC SHED"
14886155,"SHRUBS"
14886155,"AIR CONDITIONER"
14886218,"LIGHT POLE"
14886261,"METAL SIGN POLE"
14886268,"FENCE"
14886293,"MAIL BOX"
14886295,"SOLAR ELECTRIC BOX"
14886313,"METAL POLES & ADVERTISING SIGNS"
14886338,"HOUSE"
14886344,"GARAGE DOOR AT APT 9106"
14886442,"IRON FENCE AND ROCK WALL $1,000"
14886527,"CENTER-MEDIAN PROTECTION BARRIER FENCE"
14886530,"CENTER CABLE BARRIER"
14886575,"GUARDRAIL"
14886592,"STOP SIGN"
14886593,"FENCE"
14886597,"GRASS FROM PRIVATE YARD"
14886605,"METAL FENCE"
14886607,"GUARDRAIL"
14886623,"GUARDRAIL"
14886740,"TRAFFIC SIGNAL POLE"
14886798,"DISPLAY LIGHT"
14886892,"SIDEWALK DAMAGE/ LANDSCAPING"
14886892,"FIRE HYDRANT"
14886896,"DAMAGED LUMINAIRE POLE"
14886923,"GUARDRAIL"
14886939,"GUARDRAIL"
14886959,"BRICK MAILBOX"
14886986,"LIGHT POLE"
14886993,"CERNERPOINTE POLE  # 267450"
14887001,"CHAIN LINK FENCE"
14887056,"BUILDING"
14887075,"FENCE AND SHRUBS"
14887079,"METAL LIGHT POLE"
14887079,"METAL SIGN WITH HWY NUMBER POSTING"
14887096,"STEEL UTILITY POLE"
14887103,"UTILITY POLE"
14887107,"CULVERT"
14887110,"CEMENT GUARD RAIL"
14887113,"BRICK FENCE"
14887126,"CONCRETE SPILL"
14887216,"DAMAGE TO CHAINLINK FENCE"
14887246,"BARRIER"
14887252,"CENTER CONCRETE DIVIDER"
14887337,"GUARD RAIL DAMAGE"
14887373,"HURRICANE FENCE"
14887382,"MAIL BOX"
14887382,"MAIL BOX, FENCE POST"
14887552,"GUARD RAIL"
14887645,"GUARDRAIL DAMAGE"
14887721,"WATER BARRIER"
14887730,"WOODEN FENCE"
14887754,"TELEPHONE POLE"
14887754,"CHAIN LINK FENCE"
14887805,"STREET SIGN"
14887806,"2 LARGE ROAD SIGNS"
14887808,"FIRE HYDRANT #96475"
14887847,"GUARD RAIL"
14887859,"FENCE"
14887883,"FENCE"
14887883,"FENCE"
14887921,"BROKEN TELEPHONE POLE"
14887922,"MANUFACTURED HOME/TRAILER HOUSE/CARPORT"
14887923,"UTILITY POLE"
14887984,"IMPACT ATTENUATORS"
